"first_name","year","proportion"
"Margaret",1922,"1.17493033461662961500"
"William",1922,"2.24121805538021201700"
"William",1923,"2.27412498241017899100"
"George",1923,"1.18147136029686406100"
"Anna",1923,"0.56039866786422221700"
"Helen",1923,"1.37018190915139754400"
"Charles",1923,"1.26494700469235620200"
"James",1923,"2.20380913002916870100"
"John",1923,"2.51043662713227719100"
"Robert",1923,"2.44785160966406482100"
"Mary",1923,"3.11999993050934909800"
"Margaret",1923,"1.13730136531756358800"
"Robert",1924,"2.56552909077625509400"
"Mary",1924,"3.09697541247238217400"
"Margaret",1924,"1.11835923033707393400"
"William",1924,"2.25691484850189829300"
"Anna",1924,"0.55038305955541074200"
"George",1924,"1.15761832102095469700"
"Charles",1924,"1.28677443112108007400"
"Helen",1924,"1.31310111546203541000"
"James",1924,"2.23445109073090769500"
"John",1924,"2.49553454086178532700"
"John",1925,"2.46697492781691876300"
"Anna",1925,"0.52646398688897241400"
"James",1925,"2.27338669688420235200"
"Charles",1925,"1.27698802941581097700"
"George",1925,"1.14717205609387207700"
"Helen",1925,"1.25371629831187805400"
"Mary",1925,"3.03629661471313412800"
"Margaret",1925,"1.05185653127776375400"
"Robert",1925,"2.62481983694359455200"
"William",1925,"2.29712986268821494700"
"William",1926,"2.27470114194570683600"
"John",1926,"2.46059725441721046100"
"Anna",1926,"0.51160631140821967400"
"Helen",1926,"1.17426410314708006300"
"Charles",1926,"1.29561053457763514700"
"James",1926,"2.33258678708971534500"
"George",1926,"1.13854835520269558100"
"Margaret",1926,"1.00888276784850947700"
"Mary",1926,"2.96632353415165951900"
"Robert",1926,"2.67863754003866011900"
"Robert",1927,"2.67683217596684582600"
"Margaret",1927,"0.95074214886437814800"
"Mary",1927,"3.05797410131994105200"
"William",1927,"2.23325885831609427800"
"John",1927,"2.43124570460810935500"
"George",1927,"1.12949943647907642900"
"Charles",1927,"1.39021948428565638800"
"Anna",1927,"0.48565414560828785400"
"Helen",1927,"1.09548122617324021500"
"James",1927,"2.33100192899205207000"
"James",1928,"2.35208416355917097900"
"John",1928,"2.39653487877339025400"
"Charles",1928,"1.39385058632925993800"
"George",1928,"1.08897617839730624200"
"Anna",1928,"0.46998338295153633600"
"Helen",1928,"1.01838578886308339400"
"Mary",1928,"2.97067889289854489100"
"Margaret",1928,"0.90148704228479330000"
"Robert",1928,"2.70397460161322924100"
"William",1928,"2.18785977988713499000"
"William",1929,"2.19653896402478633100"
"Helen",1929,"0.96068928772142382700"
"James",1929,"2.39634043981870068800"
"John",1929,"2.39592988884104196000"
"Anna",1929,"0.44672508046799162100"
"Charles",1929,"1.37726167971914663800"
"George",1929,"1.05926713913481399300"
"Mary",1929,"2.91212931808394946400"
"Margaret",1929,"0.87985636189794980000"
"Robert",1929,"2.74831947799811694000"
"Robert",1930,"2.81468354544248315000"
"Margaret",1930,"0.82849631517043320600"
"Mary",1930,"2.90077159903836855500"
"William",1930,"2.13915769541291006000"
"George",1930,"1.03584528438518331900"
"Helen",1930,"0.89938177622953216000"
"James",1930,"2.44572831887662736300"
"John",1930,"2.37704678395451816100"
"Charles",1930,"1.44397642248814265200"
"Anna",1930,"0.41078484508423270800"
"James",1931,"2.44997013390559653100"
"George",1931,"0.99106963385641370200"
"Helen",1931,"0.84257075555754082100"
"Charles",1931,"1.43252709926330300500"
"John",1931,"2.31648746218030567500"
"Anna",1931,"0.40211120261281994400"
"Robert",1931,"2.89214039392832042300"
"Margaret",1931,"0.82717439185551368000"
"Mary",1931,"2.88083071935707826400"
"William",1931,"2.06795973945931202000"
"William",1932,"2.00629468504076862400"
"Anna",1932,"0.37711273359367784400"
"Helen",1932,"0.77984942961817454100"
"James",1932,"2.47477271166411295400"
"George",1932,"0.97631559627813129800"
"Charles",1932,"1.48197441866523311400"
"John",1932,"2.31714508325419586500"
"Robert",1932,"2.82261444935715114600"
"Margaret",1932,"0.78832759833373198100"
"Mary",1932,"2.85193280932882743100"
"Robert",1933,"2.72544132003905062200"
"Mary",1933,"2.79250956260102747900"
"Margaret",1933,"0.76520813661315877900"
"William",1933,"1.96273386361090216500"
"George",1933,"0.92535169566121985200"
"Anna",1933,"0.35494654546036521900"
"Helen",1933,"0.73650032808924027300"
"James",1933,"2.57124937983131411700"
"John",1933,"2.32313189187458988800"
"Charles",1933,"1.46039722804602852000"
"George",1934,"0.89848860349543846100"
"Anna",1934,"0.32284920077368247000"
"Helen",1934,"0.68128163187872233600"
"Charles",1934,"1.44249311808769268000"
"James",1934,"2.62574386526330386700"
"John",1934,"2.26307418886846772100"
"Robert",1934,"2.70167722687703947500"
"Mary",1934,"2.75570210432194204500"
"Margaret",1934,"0.73227302690024802300"
"William",1934,"1.94287326640090792600"
"William",1935,"1.93150194647853897400"
"Anna",1935,"0.29627814929509533300"
"George",1935,"0.89562894032713088700"
"Charles",1935,"1.44177215674415578000"
"Helen",1935,"0.61494941452528508200"
"James",1935,"2.64329680256927511400"
"John",1935,"2.28318870315149612800"
"Robert",1935,"2.71578733812839485400"
"Margaret",1935,"0.70811051863987658900"
"Mary",1935,"2.64856014178478875800"
"Margaret",1936,"0.70644182335825798600"
"Mary",1936,"2.63135981748127041100"
"Robert",1936,"2.82639301692582048000"
"William",1936,"1.90373966052093887400"
"John",1936,"2.30487655197475927700"
"Anna",1936,"0.27743617018716352300"
"James",1936,"2.64358549187883105200"
"Charles",1936,"1.40710773755231409400"
"George",1936,"0.88198132937362671700"
"Helen",1936,"0.59135683326153557400"
"John",1937,"2.29845514978232424000"
"Anna",1937,"0.25658330720723595900"
"Helen",1937,"0.54062248321202689100"
"Charles",1937,"1.44065871557221785200"
"James",1937,"2.66636379166956087500"
"George",1937,"0.87215796558113514300"
"Mary",1937,"2.62492185637342234400"
"Margaret",1937,"0.71394645495454059100"
"Robert",1937,"2.91290341353888783600"
"William",1937,"1.91904789617645347100"
"William",1938,"1.92402342399427280900"
"John",1938,"2.29291020576217242800"
"George",1938,"0.83959933164693349900"
"Charles",1938,"1.41439743144160972400"
"Anna",1938,"0.23352585167786539200"
"Helen",1938,"0.49272282465494261700"
"James",1938,"2.68358128412552997500"
"Robert",1938,"2.82427529927420328000"
"Margaret",1938,"0.69578681760803903800"
"Mary",1938,"2.55396019981894628200"
"Margaret",1939,"0.68142706211673982400"
"Mary",1939,"2.50387571569129334500"
"Robert",1939,"2.71726699415102765500"
"William",1939,"1.91621011280420283700"
"James",1939,"2.71862848678262953200"
"John",1939,"2.32601939491636804600"
"Charles",1939,"1.40406196788329648200"
"George",1939,"0.81816630541728841500"
"Anna",1939,"0.22451013495114964400"
"Helen",1939,"0.47493401299045502900"
"Helen",1940,"0.44473878490467711800"
"James",1940,"2.72462761106527120300"
"John",1940,"2.38823989230034307600"
"Anna",1940,"0.20593216658704998500"
"Charles",1940,"1.38224692751986798100"
"George",1940,"0.80097277109480175400"
"Mary",1940,"2.45446649585269466300"
"Margaret",1940,"0.65701133452034568100"
"Robert",1940,"2.66660876362530941900"
"William",1940,"1.95123116341685847000"
"William",1941,"1.96754523100740959000"
"George",1941,"0.79513650465823659700"
"Helen",1941,"0.40780861561370148300"
"James",1941,"2.75020449943914002300"
"John",1941,"2.36989505577201462600"
"Charles",1941,"1.35020934257688583800"
"Anna",1941,"0.18247957981265265600"
"Robert",1941,"2.64496886231821303000"
